age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
53,Masculin,208,C�libataire,0,false,8373 BS 94,8373 BS 94,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,true,15644
58,M,507,En Couple,3,false,7972 GO 38,7972 GO 38,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
29,M,877,C�libataire,0,false,5928 OF 22,5928 OF 22,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
19,F,549,C�libataire,0,false,7670 UM 75,7670 UM 75,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
40,M,247,C�libataire,0,false,1677 XE 39,1677 XE 39,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,true,16029
20,M,499,En Couple,2,false,3484 OQ 83,3484 OQ 83,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
58,F,479,C�libataire,0,false,1153 AP 35,1153 AP 35,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
26,M,585,C�libataire,0,false,5179 PG 50,5179 PG 50,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
51,M,1315,En Couple,2,false,8529 PA 15,8529 PA 15,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
21,M,544,En Couple,4,false,907 VQ 53,907 VQ 53,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
48,M,530,En Couple,4,true,9182 OS 90,9182 OS 90,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
28,F,599,En Couple,1,false,5846 RW 66,5846 RW 66,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
78,M,726,En Couple,4,false,9099 NQ 28,9099 NQ 28,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
28,M,490,En Couple,0,false,3494 PZ 79,3494 PZ 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
57,M,990,En Couple,3,true,317 FN 75,317 FN 75,BMW,M5,507,tr�s longue,5,5,noir,false,94800
29,M,1057,En Couple,2,false,7466 RR 41,7466 RR 41,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
76,M,1293,Seule,3,false,3962 QW 38,3962 QW 38,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
27,F,1384,En Couple,2,true,1665 XL 10,1665 XL 10,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
23,M,461,En Couple,2,false,7178 XJ 90,7178 XJ 90,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
26,M,?,En Couple,3,false,5356 OE 81,5356 OE 81,BMW,M5,507,tr�s longue,5,5,gris,false,94800
42,M,1043,En Couple,0,false,1481 MK 19,1481 MK 19,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
70,M,476,C�libataire,0,false,7872 OP 50,7872 OP 50,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
46,M,727,En Couple,0,false,1506 UA 33,1506 UA 33,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
31,F,448,En Couple,0,false,8177 VZ 47,8177 VZ 47,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
33,M,598,En Couple,2,true,5701 RW 42,5701 RW 42,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
49,F,539,C�libataire,0,false,5144 ZK 45,5144 ZK 45,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
25,M,193,En Couple,3,false,7265 SI 67,7265 SI 67,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
37,M,1300,En Couple,1,false,5358 SX 74,5358 SX 74,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
60,M,249,C�libataire,0,false,7850 OM 75,7850 OM 75,Nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450
48,F,516,C�libataire,0,false,9918 YF 23,9918 YF 23,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
52,M,515,En Couple,4,false,2660 BW 35,2660 BW 35,BMW,M5,507,tr�s longue,5,5,noir,true,66360
51,M,185,En Couple,4,false,2486 RY 29,2486 RY 29,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
50,F,461,En Couple,1,false,3301 CJ 95,3301 CJ 95,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
30,F,724,C�libataire,0,false,854 RQ 76,854 RQ 76,Audi,A3 2.0 FSI,150,moyenne,5,5,gris,false,28500
25,F,778,En Couple,1,true,9862 KS 63,9862 KS 63,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
71,M,161,C�libataire,0,false,6926 VQ 35,6926 VQ 35,Nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450
22,M,172,Seule,3,false,3522 UU 94,3522 UU 94,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
58,F,485,En Couple,4,true,404 DP 33,404 DP 33,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
76,M,599,En Couple,0,false,278 MM 82,278 MM 82,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
23,M,575,C�libataire,0,false,3484 DD 35,3484 DD 35,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
47,M,425,En Couple,2,true,1967 NI 17,1967 NI 17,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
29,M,220,C�libataire,0,false,4669 II 14,4669 II 14,Dacia,Logan 1.6 MPI,90,moyenne,5,5,gris,false,7500
76,M,1077,En Couple,1,false,8926 KW 31,8926 KW 31,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
68,M,1067,En Couple,4,false,3506 HU 13,3506 HU 13,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
49,F,572,C�libataire,0,false,6326 FK 39,6326 FK 39,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
28,M,-1,C�libataire,0,false,2710 TU 20,2710 TU 20,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
36,M,196,C�libataire,0,false,8412 MY 20,8412 MY 20,Dacia,Logan 1.6 MPI,90,moyenne,5,5,noir,false,7500
80,M,505,En Couple,3,false,9078 CX 34,9078 CX 34,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
55,F,511,En Couple,2,false,2390 ZH 61,2390 ZH 61,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
55,M,213,En Couple,3,false,2803 VY 79,2803 VY 79,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,rouge,false,30000
30,F,1180,C�libataire,0,false,5052 WH 16,5052 WH 16,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
75,F,519,C�libataire,0,false,8077 UL 21,8077 UL 21,Lancia,Ypsilon 1.4 16V,90,courte,5,3,blanc,false,13500
47,M,598,En Couple,3,false,5514 TV 82,5514 TV 82,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
23,F,581,En Couple,4,false,6616 AX 69,6616 AX 69,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
22,M,1050,En Couple,0,false,2283 CF 57,2283 CF 57,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
27,M,536,En Couple,1,false,5834 NC 82,5834 NC 82,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
42,F,592,En Couple,2,false,6895 IU 97,6895 IU 97,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
26,Femme,245,C�libataire,0,false,6282 CB 27,6282 CB 27,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
20,F,1341,C�libataire,0,false,3989 AV 87,3989 AV 87,Audi,A3 2.0 FSI,150,moyenne,5,5,bleu,false,28500
30,M,946,C�libataire,0,false,3458 GO 10,3458 GO 10,Audi,A2 1.4,75,courte,5,5,gris,false,18310
44,M,990,En Couple,2,false,593 WW 52,593 WW 52,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
35,F,536,C�libataire,0,false,9742 FI 38,9742 FI 38,Mini,Copper 1.6 16V,115,courte,5,5,rouge,true,12740
45,F,178,C�libataire,0,false,9031 IZ 68,9031 IZ 68,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
31,M,407,C�libataire,0,false,6731 IJ 69,6731 IJ 69,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
27,Homme,402,C�libataire,0,false,6541 IN 45,6541 IN 45,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
51,M,552,En Couple,2,false,5752 YE 79,5752 YE 79,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
58,M,550,C�libataire,0,false,1564 PL 65,1564 PL 65,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
55,M,-1,C�libataire,0,false,2167 DU 47,2167 DU 47,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
23,F,734,C�libataire,0,false,6624 TY 30,6624 TY 30,Audi,A3 2.0 FSI,150,moyenne,5,5,bleu,false,28500
78,F,526,En Couple,3,false,348 LC 56,348 LC 56,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
69,F,550,C�libataire,0,false,2147 CY 94,2147 CY 94,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
59,M,224,En Couple,0,false,6684 CT 22,6684 CT 22,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
75,M,1224,En Couple,4,true,5349 OQ 58,5349 OQ 58,Mercedes,S500,306,tr�s longue,5,5,blanc,false,101300
84,F,517,C�libataire,0,false,1375 BR 93,1375 BR 93,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
25,M,838,En Couple,1,false,9430 EK 30,9430 EK 30,BMW,M5,507,tr�s longue,5,5,noir,false,94800
50,M,1311,C�libataire,0,false,351 GN 71,351 GN 71,Audi,A2 1.4,75,courte,5,5,noir,false,18310
40,M,423,En Couple,0,false,250 SR 90,250 SR 90,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
63,M,498,En Couple,0,true,8726 VI 85,8726 VI 85,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
46,M,786,En Couple,0,true,2228 GT 34,2228 GT 34,Audi,A2 1.4,75,courte,5,5,noir,false,18310
83,F,234,En Couple,0,false,6707 YB 34,6707 YB 34,Ford,Mondeo 1.8,125,longue,5,5,rouge,true,16730
45,M,1341,C�libataire,0,false,6426 RG 20,6426 RG 20,Audi,A2 1.4,75,courte,5,5,gris,false,18310
63,M,429,En Couple,3,false,7525 FP 44,7525 FP 44,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
52,M,202,C�libataire,0,false,8039 JA 83,8039 JA 83,Dacia,Logan 1.6 MPI,90,moyenne,5,5,rouge,false,7500
28,M,1294,En Couple,3,false,5742 WC 66,5742 WC 66,BMW,M5,507,tr�s longue,5,5,gris,false,94800
37,M,591,En Couple,1,true,7603 RR 46,7603 RR 46,Audi,A2 1.4,75,courte,5,5,gris,true,12817
19,M,1175,Seule,3,false,4544 HA 79,4544 HA 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
37,M,574,En Couple,0,false,9517 RQ 76,9517 RQ 76,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
44,M,195,En Couple,3,false,5699 KS 48,5699 KS 48,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
25,M,150,En Couple,0,false,3457 PT 87,3457 PT 87,Ford,Mondeo 1.8,125,longue,5,5,blanc,true,16730
83,M,472,C�libataire,0,false,9053 RX 82,9053 RX 82,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
41,M,733,C�libataire,0,false,4210 SP 48,4210 SP 48,Audi,A2 1.4,75,courte,5,5,gris,false,18310
49,M,501,En Couple,4,false,3335 YY 91,3335 YY 91,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
34,M,518,En Couple,0,true,9425 XA 25,9425 XA 25,Audi,A2 1.4,75,courte,5,5,gris,true,12817
59,M,987,Seule,2,false,6303 ZN 53,6303 ZN 53,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
25,F,1327,En Couple,2,false,1826 QD 64,1826 QD 64,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
50,M,594,En Couple,3,false,3584 UI 72,3584 UI 72,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
83,M,581,Seule,1,false,8558 WG 28,8558 WG 28,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
28,M,518,En Couple,1,false,3162 IL 61,3162 IL 61,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
81,M,527,En Couple,4,false,4987 EL 50,4987 EL 50,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
56,M,467,En Couple,2,false,9680 ML 98,9680 ML 98,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
25,F,203,En Couple,1,false,7109 NC 40,7109 NC 40,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
28,F,760,En Couple,3,false,389 ZW 87,389 ZW 87,BMW,M5,507,tr�s longue,5,5,noir,false,94800
40,M,433,En Couple,1,false,7081 ZC 65,7081 ZC 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
73,M,817,En Couple,1,false,6798 RX 98,6798 RX 98,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
81,M,563,C�libataire,0,false,9140 BZ 76,9140 BZ 76,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
23,M,584,C�libataire,0,false,2866 FE 66,2866 FE 66,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
31,M,182,C�libataire,0,false,2311 RM 77,2311 RM 77,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
60,M,1394,En Couple,3,false,3004 GI 30,3004 GI 30,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
43,M,227,En Couple,0,false,7734 NU 89,7734 NU 89,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
58,M,440,En Couple,2,true,615 JV 97,615 JV 97,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
44,M,1156,C�libataire,0,false,6644 IQ 78,6644 IQ 78,Audi,A2 1.4,75,courte,5,5,noir,false,18310
46,M,1307,En Couple,2,false,3104 SI 50,3104 SI 50,BMW,M5,507,tr�s longue,5,5,noir,false,94800
27,F,546,En Couple,2,false,9383 QS 40,9383 QS 40,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
40,F,247,C�libataire,0,false,7112 CH 21,7112 CH 21,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
18,F,895,En Couple,3,false,3290 RL 21,3290 RL 21,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
50,M,183,En Couple,0,false,7487 XI 19,7487 XI 19,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
40,M,1356,En Couple,3,false,3653 VX 29,3653 VX 29,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
51,M,408,En Couple,0,true,4393 NV 79,4393 NV 79,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
72,F,497,En Couple,4,false,4087 SN 22,4087 SN 22,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
33,M,212,En Couple,2,false,4300 TA 28,4300 TA 28,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
77,F,499,C�libataire,0,false,716 FB 97,716 FB 97,Mercedes,A200,136,moyenne,5,5,gris,true,18130
63,M,170,En Couple,1,false,4000 FD 91,4000 FD 91,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
42,F,929,C�libataire,0,false,7511 VF 95,7511 VF 95,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
23,M,808,En Couple,4,true,2429 QF 85,2429 QF 85,BMW,M5,507,tr�s longue,5,5,noir,false,94800
37,F,944,En Couple,0,true,3913 UT 81,3913 UT 81,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
23,M,595,En Couple,0,false,5872 GX 18,5872 GX 18,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
50,M,499,En Couple,0,false,8519 BZ 77,8519 BZ 77,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
27,M,955,C�libataire,0,false,9189 JE 84,9189 JE 84,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
32,M,505,En Couple,3,false,423 UO 79,423 UO 79,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
21,M,577,C�libataire,0,false,8222 SW 92,8222 SW 92,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
43,F,971,Seule,2,false,6307 OY 71,6307 OY 71,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
37,F,513,En Couple,0,true,970 VM 51,970 VM 51,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
28,F,748,C�libataire,0,false,3748 LK 47,3748 LK 47,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
32,M,214,En Couple,4,false,8414 GA 12,8414 GA 12,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
56,M,207,En Couple,0,false,9703 TH 95,9703 TH 95,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
58,F,549,C�libataire,0,false,6207 OL 38,6207 OL 38,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
25,F,1112,En Couple,0,false,8443 NB 82,8443 NB 82,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
47,M,537,En Couple,4,true,6997 RI 39,6997 RI 39,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
83,M,1046,En Couple,3,false,8241 EN 23,8241 EN 23,Mercedes,S500,306,tr�s longue,5,5,noir,false,101300
59,F,913,En Couple,0,false,4650 QY 60,4650 QY 60,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
33,M,1190,En Couple,0,false,6842 MM 95,6842 MM 95,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
31,F,778,En Couple,3,false,7688 YA 39,7688 YA 39,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
22,F,459,C�libataire,0,false,316 QB 59,316 QB 59,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
59,F,469,C�libataire,0,false,4558 ZL 49,4558 ZL 49,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
42,M,438,En Couple,3,false,9597 UG 67,9597 UG 67,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
32,M,576,En Couple,2,false,2811 ET 73,2811 ET 73,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
33,M,501,En Couple,0,false,1013 FV 70,1013 FV 70,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
20,M,587,En Couple,1,false,9409 KZ 74,9409 KZ 74,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
25,M,1377,En Couple,4,false,5680 FX 35,5680 FX 35,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
56,M,160,En Couple,3,true,4099 JG 18,4099 JG 18,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
26,M,1201,En Couple,0,false,8361 KI 58,8361 KI 58,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
81,M,497,En Couple,3,true,4870 TR 60,4870 TR 60,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
30,M,440,En Couple,2,false,3056 DO 89,3056 DO 89,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
25,M,877,En Couple,2,false,5715 SG 15,5715 SG 15,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
45,M,408,En Couple, ,true,1477 YN 25,1477 YN 25,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
47,M,440,En Couple,0,false,4595 GE 36,4595 GE 36,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
69,F,714,Seul,0,false,8298 BO 15,8298 BO 15,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
62,F,174,C�libataire,0,false,4881 ZB 39,4881 ZB 39,Dacia,Logan 1.6 MPI,90,moyenne,5,5,bleu,false,7500
38,F,587,En Couple,1,true,7539 XU 51,7539 XU 51,Audi,A2 1.4,75,courte,5,5,noir,true,12817
53,M,220,En Couple,0,true,4027 WH 51,4027 WH 51,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
84,M,484,En Couple,0,false,9945 WA 75,9945 WA 75,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
42,F,473,En Couple,1,false,545 ZJ 13,545 ZJ 13,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
43,M,861,En Couple,1,false,9234 ZR 18,9234 ZR 18,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
67,F,780,C�libataire,0,false,708 OG 59,708 OG 59,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
66,M,996,En Couple,2,false,3131 SH 12,3131 SH 12,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
29,M,909,En Couple,1,false,6488 ZP 16,6488 ZP 16,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
52,F,1155,C�libataire,0,false,4126 RG 79,4126 RG 79,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
29,M,1188,En Couple,0,false,2098 ME 31,2098 ME 31,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
23,M,422,En Couple,2,false,5483 FE 55,5483 FE 55,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
29,M,491,En Couple,1,false,2761 WG 59,2761 WG 59,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
53,M,541,En Couple,4,false,2131 JP 48,2131 JP 48,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
39,F,493,En Couple,4,false,8392 XC 38,8392 XC 38,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
64,M,447,En Couple,3,false,6615 EE 96,6615 EE 96,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
25,M,489,En Couple,3,true,2986 TP 49,2986 TP 49,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
22,M,155,En Couple,0,false,9101 GT 53,9101 GT 53,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
34,M,729,C�libataire,0,false,8845 QZ 15,8845 QZ 15,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
28,M,184,C�libataire,0,false,5611 EU 89,5611 EU 89,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
27,M,474,Seule,2,false,9327 CI 67,9327 CI 67,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
47,F,1176,En Couple,0,false,1545 CD 51,1545 CD 51,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
56,M,1040,En Couple,3,false,627 IC 80,627 IC 80,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
30,M,408,C�libataire,0,false,2531 KC 86,2531 KC 86,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
74,F,595,En Couple,1,false,9341 HT 27,9341 HT 27,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
57,M,1237,En Couple,0,false,1381 SG 38,1381 SG 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
20,M,237,C�libataire,0,false,4353 LU 51,4353 LU 51,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
22,M,176,En Couple,4,false,2748 LB 35,2748 LB 35,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
36,M,595,En Couple,0,false,4439 VE 38,4439 VE 38,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
42,F,406,En Couple,1,false,8763 UO 42,8763 UO 42,BMW,M5,507,tr�s longue,5,5,noir,true,66360
24,M,419,En Couple,1,false,8058 PJ 55,8058 PJ 55,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
26,M,413,En Couple,4,false,9507 JL 21,9507 JL 21,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
64,M,850,C�libataire,0,false,7875 FM 14,7875 FM 14,Mercedes,A200,136,moyenne,5,5,gris,false,25900
21,F,226,C�libataire,0,false,761 FT 87,761 FT 87,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
47,M,421,En Couple,0,false,4514 JN 31,4514 JN 31,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
21,F,496,En Couple,1,false,499 VE 29,499 VE 29,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
41,M,162,C�libataire,0,false,3941 XX 16,3941 XX 16,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029
83,F,479,En Couple,2,false,1147 GU 37,1147 GU 37,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
22,M,800,En Couple,1,true,9279 UO 26,9279 UO 26,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
43,M,524,Seule,3,false,9450 HF 74,9450 HF 74,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
60,M,1256,C�libataire,0,false,5154 DV 65,5154 DV 65,Audi,A2 1.4,75,courte,5,5,noir,false,18310
44,M,159,En Couple,2,false,1965 VW 19,1965 VW 19,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
52,F,564,En Couple,2,false,1572 VS 90,1572 VS 90,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
51,M,408,C�libataire,0,false,3028 UJ 29,3028 UJ 29,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
27,M,732,En Couple,2,false,5661 DA 57,5661 DA 57,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
40,F,401,En Couple,0,true,7501 BF 64,7501 BF 64,Mini,Copper 1.6 16V,115,courte,5,5,noir,true,12740
19,M,152,C�libataire,0,false,3447 EV 25,3447 EV 25,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
29,M,709,C�libataire,0,false,2253 KL 78,2253 KL 78,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
64,M,469,En Couple,0,true,2045 JP 29,2045 JP 29,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
18,M,578,En Couple,0,false,5830 PC 39,5830 PC 39,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
23,M,220,En Couple,3,false,1420 BD 70,1420 BD 70,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
24,M,437,En Couple,0,true,8785 IZ 32,8785 IZ 32,Audi,A2 1.4,75,courte,5,5,gris,true,12817
42,M,185,C�libataire,0,false,5476 WH 20,5476 WH 20,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,true,15644
82,M,535,En Couple,3,false,7830 RC 78,7830 RC 78,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
19,F,215,En Couple,3,true,422 AL 65,422 AL 65,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
37,M,432,En Couple,2,true,7775 AR 24,7775 AR 24,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
20,F,549,En Couple,1,false,9607 SL 81,9607 SL 81,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
35,M,527,C�libataire,0,false,8632 HD 53,8632 HD 53,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
44,M,498,En Couple,4,false,5004 YU 46,5004 YU 46,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
51,M,824,En Couple,0,false,7969 AH 55,7969 AH 55,BMW,M5,507,tr�s longue,5,5,gris,false,94800
