age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
22,F,512,En Couple,4,false,832 XO 30
25,M,1222,C?libataire,0,false,2644 TG 36
58,M,437,En Couple,2,false,213 IV 79
19,M,546,En Couple,1,false,6407 EX 74
34,F,199,En Couple,4,false,6494 OP 95
35,F,442,C?libataire,0,false,841 VY 21
38,M,1148,En Couple,2,true,3471 JB 78
18,M,231,En Couple,0,false,2468 LH 26
27,M,515,Seule,2,false,6424 KC 66
22,M,889,C?libataire,0,false,4973 XS 21
80,M,561,En Couple,1,false,1796 CH 98
23,M,1033,En Couple,1,true,8979 QN 80
33,M,485,Seule,1,false,9092 GH 71
46,F,585,En Couple,1,false,332 ZH 72
59,M,209,C?libataire,0,false,8086 OI 73
52,M,243,En Couple,1,false,2860 LE 39
34,M,468,En Couple,3,false,7217 GD 86
46,F,1151,En Couple,0,true,382 RA 18
23,M,235,En Couple,0,false,6504 TY 73
43,M,804,En Couple,2,false,4954 CK 62
79,M,403,En Couple,2,true,6357 VB 89
63,M,1312,Seule,2,false,9296 PT 13
56,F,536,En Couple,4,true,989 FT 92
22,Masculin,1053,En Couple,4,false,2313 SA 17
51,F,457,En Couple,1,false,7871 NY 91
38,M,415,En Couple,1,false,1531 SB 27
55,F,559,En Couple,2,false,9430 PY 46
31,M,471,En Couple,0,true,6899 XU 82
69,F?minin,544,En Couple,1,false,9988 RD 63
37,F,218,Seule,2,false,234 RO 31
79,M,1240,En Couple,4,false,3655 UH 22
43,M,583,Seule,1,false,1249 KE 88
21,M,174,En Couple,2,true,3926 DG 35
18,M,485, ,0,false,391 NY 48
54,M,584,C?libataire,0,false,3010 DQ 12
80,M,1179,C?libataire,0,false,4704 VY 58
35,M,1023,En Couple,2,false,8711 MB 45
23,F,421,C?libataire,0,false,9629 DT 55
20,M,400,En Couple,3,true,9738 SJ 22
56,M,1209,Mari?(e),2,false,7272 HX 40
50,M,215,En Couple,4,false,794 QL 78
32,F,181,En Couple,1,false,4550 SY 50
58,F,227,C?libataire,0,false,6832 PC 33
19,M,541,En Couple,0,false,9285 DO 89
39,M,1386,C?libataire,0,false,7553 MS 12
30,M,585,En Couple,1,false,7885 YZ 22
57,M,544,C?libataire,0,false,1912 QT 66
51,F,242,C?libataire,0,false,193 QV 64
18,M,787,En Couple,3,true,5198 GI 14
81,F,424,C?libataire,0,false,2780 IP 44
27,M,236,En Couple,1,false,7860 IA 47
29,M,543,En Couple,0,false,5526 KB 48
57,M,753,En Couple,1,false,8597 VA 49
33,F,492,C?libataire,0,false,383 EZ 21
53,M,431,En Couple,1,false,4647 YF 23
56,M,788,C?libataire,0,false,7344 OQ 80
42,M,536,En Couple,0,false,4280 GZ 59
68,M,548,Seule,1,false,9678 ER 48
18,M,1020,En Couple,0,false,3970 GW 41
54,M,492,En Couple,3,false,9816 IK 86
21,M,1291,En Couple,0,false,441 AI 78
31,F,933,En Couple,0,true,9462 RP 20
38,M,196,En Couple,2,false,4841 EJ 77
29,F,472,En Couple,4,true,6154 MF 37
77,F,440,En Couple,4,false,9034 RG 30
18,M,1151,C?libataire,0,false,2272 OT 55
45,F,517,En Couple,4,false,734 HC 89
28,M,502,En Couple,3,false,2239 UG 41
20,M,558,En Couple,3,false,8175 EL 62
55,F,510,En Couple,0,false,1047 PT 61
22,F,1295,En Couple,0,false,5683 UP 16
51,M,203,En Couple,2,false,1346 XZ 73
40,M,1041,En Couple,2,false,2714 YJ 19
40,M,576,C?libataire,0,false,6645 OJ 47
81,M,403,?,0,false,1515 BC 57
18,M,1189,C?libataire,0,false,7006 ZE 26
20,M,185,En Couple,1,false,316 LL 19
55,M,575,En Couple,1,false,437 HO 30
18,M,1004,Seule,2,false,5673 EV 94
75,M,816,En Couple,3,false,2236 BZ 69
81,M,960,En Couple,1,false,5322 BQ 20
77,M,1320,C?libataire,0,false,4769 XN 75
37,F,193,En Couple,0,false,6223 OU 10
30,M,569,En Couple,0,false,2953 ZX 41
74,F,429,En Couple,4,false,1668 PU 62
37,F,985,En Couple,0,false,980 SE 15
23,M,1118,En Couple,3,true,8975 ZL 72
40,F,-1,C?libataire,0,false,5597 DV 34
19,M,238,C?libataire,0,false,367 KB 83
22,F,425,En Couple,2,true,3113 LM 29
35,M,520,C?libataire,0,false,6076 PY 41
58,M,966,C?libataire,0,false,8756 RQ 62
33,M,512,En Couple,3,false,6779 IM 27
67,F,523,En Couple,1,false,8137 DH 97
64,M,1030,En Couple,1,false,4585 HD 33
19,F,1024,En Couple,0,false,1321 QU 94
38,F,457,En Couple,3,false,3117 TQ 50
58,F,464,En Couple,0,true,3216 UQ 33
53,M,464,N/D,0,false,7160 ZW 28
48,M,486,En Couple,4,false,2676 WK 55
25,M,462,En Couple,1,false,7573 KH 44
54,M,452,Seule,2,false,6551 AX 47
36,F,232,En Couple,4,false,3307 YV 59
23,F,189,En Couple,0,true,5410 QI 40
21,F,1183,En Couple,3,false,8536 PF 94
82,?,454,En Couple,2,false,6874 KE 22
26,M,440,En Couple,3,false,9861 OX 55
36,M,772,Seule,2,false,7021 HS 41
50,M,433,En Couple,3,false,8742 WX 29
25,M,434,En Couple,2,false,5219 WM 69
25,F,217,En Couple,0,true,6121 DS 26
64,M,163,C?libataire,0,false,3070 SO 80
19,F,570,En Couple,1,false,9652 LW 42
78,M,590,C?libataire,0,false,5996 XZ 21
30,M,439,En Couple,3,false,4392 CG 49
31,M,1232,En Couple,4,false,7138 WZ 11
68,F,466,En Couple,3,false,8258 RK 18
40,M,921,En Couple,3,false,2832 UR 90
48,M,490,En Couple,3,false,1302 KX 98
52,M,560,C?libataire,0,false,8305 TY 82
56,F,1074,C?libataire,0,false,9252 AF 95
78,M,1155,Mari?(e),1,false,2473 XK 40
81,M,580,En Couple,2,false,1381 HT 38
52,M,576,En Couple,2,false,6071 NO 64
21,F,1007,En Couple,4,false,7533 ON 41
26,F,1090,En Couple,2,false,4994 KE 43
84,M,1136,En Couple,3,false,5768 VW 66
59,M,554,En Couple,1,false,9838 RB 28
73,F,412,En Couple,0,false,2142 UI 86
43,M,566,En Couple,0,true,22 WR 90
20,F,150,En Couple,1,false,176 HZ 74
84,M,439,En Couple,2,false,2800 WW 22
41,M,239,C?libataire,0,false,8458 UV 65
48,M,1369,C?libataire,0,false,670 RT 90
61,M,449,C?libataire,0,false,4097 VA 52
23,M,575,C?libataire,0,false,6377 KU 16
31,M,593,En Couple,2,false,4245 PT 53
53,F,448,En Couple,3,false,6982 SC 34
77,M,796,En Couple,0,true,1533 LK 54
51,M,414,En Couple,2,false,3443 MU 15
33,F,555,C?libataire,0,false,9151 GC 87
51,M,229,C?libataire,0,false,7671 ER 93
25,M,495,C?libataire,0,false,9207 MT 12
64,M,161,Seule,1,false,3607 XK 57
37,F,211,C?libataire,0,false,3212 LA 17
19,F,456,En Couple,0,false,2845 DW 28
84,M,505,En Couple,2,false,592 NA 81
65,M,488,C?libataire,0,false,9681 PI 26
54,M,1343,En Couple,0,false,5758 ZT 53
63,M,1360,En Couple,1,false,7506 XS 70
39,F,516,En Couple,4,false,8812 IX 98
24,M,530,C?libataire,0,false,3227 SU 21
48,M,416,En Couple,2,false,5880 UH 19
77,M,454,En Couple,3,false,6688 ZL 85
47,M,529,En Couple,0,false,7885 UC 19
82,M,786,En Couple,2,false,976 RR 89
36,M,1084,En Couple,1,false,3789 DH 71
46,F,1235,En Couple,4,false,1970 JR 17
47,M,1301,En Couple,4,false,5301 ME 86
29,M,471,En Couple,0,false,1962 PJ 15
53,M,413,C?libataire,0,false,9934 DR 90
22,M,246,Seule,3,false,5683 IN 55
43,M,470,En Couple,2,false,759 YU 58
32,F,246,En Couple,0,false,5075 HH 60
43,M,417,En Couple,4,false,94 FM 64
68,M,185,En Couple,4,false,6268 HE 43
44,M,163,En Couple,0,false,4230 MN 97
57,M,162,En Couple,3,false,8967 PI 54
70,F,1103,En Couple,0,false,1600 FC 41
22,M,443,En Couple,2,false,2808 FO 54
44,M,209,En Couple,3,false,3524 FV 44
36,F,164,En Couple,0,false,1231 XX 34
25,M,1091,En Couple,0,false,5318 MR 64
51,F,1287,En Couple,0,true,2243 EU 74
29,F,469,C?libataire,0,false,8931 IQ 41
45,F,419,En Couple,2,false,2262 FU 86
82,M,171,En Couple,1,true,1075 PH 87
44,F,579,C?libataire,0,false,7349 WK 96
23,F,543,En Couple,3,false,22 NR 85
47,M,561,C?libataire,0,false,7255 FF 88
29,M,945,En Couple,0,false,521 YQ 35
75,M,559,C?libataire,0,false,7067 OT 89
32,M,451,En Couple,0,false,9152 DC 61
61,F,169,En Couple,3,true,6268 NM 52
51,F,1153,En Couple,0,false,7627 PZ 22
65,M,927,En Couple,1,false,942 PS 55
33,M,1174,C?libataire,0,false,7635 OE 18
19,F,775,En Couple,1,false,1167 ZM 30
62,M,219,En Couple,4,false,5339 VV 98
22,M,180,En Couple,0,false,2041 PK 80
58,M,406,En Couple,4,false,2161 JL 31
24,M,475,En Couple,0,true,5788 WO 98
51,F,780,C?libataire,0,false,7964 RS 20
76,F,404,En Couple,3,true,6406 PU 73
60,M,943,C?libataire,0,false,2637 HY 17
36,M,493,En Couple,4,true,4668 SV 26
44,M,211,C?libataire,0,false,192 VX 56
56,F,864,C?libataire,0,false,1568 DI 39
67,M,465,En Couple,4,true,1658 IT 30
37,M,158,C?libataire,0,false,5435 QZ 42
72,M,580,En Couple,2,false,6986 PP 23
30,M,588,C?libataire,0,false,1313 DO 46
51,F,568,En Couple,4,false,4409 XT 76
29,M,187,C?libataire,0,false,5922 JV 37
57,M,548,En Couple,1,true,6380 JQ 17
28,M,174,C?libataire,0,false,3876 HE 85
31,M,1033,En Couple,2,false,7134 JY 76
54,M,536,En Couple,1,false,1980 UZ 36
25,F,219,En Couple,0,false,3560 WR 96
66,M,575,C?libataire,0,false,6916 RN 51
19,M,518,En Couple,1,true,5595 QH 19
34,F,423,En Couple,1,false,515 VT 63
44,F,178,C?libataire,0,false,7650 TL 90
51,M,1149,C?libataire,0,false,6506 BF 67
43,F,806,C?libataire,0,false,7523 CD 36
22,M,520,En Couple,4,false,9443 XF 88
41,M,592,C?libataire,0,false,8684 TM 67
49,M,526,N/D,0,false,50 GT 51
19,M,480,C?libataire,0,false,2743 MC 76
47,F,469,En Couple,3,false,7957 QY 26
20,F,151,En Couple,3,false,5880 XC 88
52,F,1029,En Couple,1,false,22 VO 58
19,M,509,En Couple,2,false,2587 RO 31
77,M,472,En Couple,2,true,8869 LR 24
74,M,499,En Couple,2,true,7848 FU 27
27,M,478,En Couple,3,false,527 ZL 70
32,Masculin,513,C?libataire,0,false,3025 LB 89
50,F,1028,En Couple,1,false,7420 LP 97
47,F,980,En Couple,4,false,1872 EB 21
32,M,595,C?libataire,0,false,826 UG 38
26,M,544,En Couple,0,false,363 EC 31
55,M,435,En Couple,1,false,1781 DQ 79
35,M,543,En Couple,2,false,7554 CV 55
37,F,539,En Couple,2,false,8544 XR 27
66,M,231,Seule,3,false,1437 TQ 41
24,F,564,En Couple,1,false,9835 JP 62
52,M,998,C?libataire,0,false,4864 EO 37
23,M,783,En Couple,1,false,3276 JS 69
21,M,510,En Couple,3,false,5048 VH 64
40,M,559,C?libataire,0,false,2792 EI 47
32,M,1288,En Couple,1,false,2380 YD 35
49,F,933,C?libataire,0,false,8649 RA 67
43,F,154,En Couple,1,false,9487 FU 88
51,F,821,En Couple,4,false,182 IH 95
20,M,232,C?libataire,0,false,7146 TG 67
22,M,719,En Couple,0,false,896 FF 38
41,M,400,En Couple,0,false,5524 XR 48
22,F,532,En Couple,2,true,6961 PI 83
20,M,1008,En Couple,1,true,1611 RV 84
57,M,841,En Couple,3,true,7373 NW 71
42,F,493,En Couple,2,false,8010 DJ 22
53,M,425,C?libataire,0,false,9778 YR 97
57,F,447,C?libataire,0,false,99 VX 91
20,F,1184,C?libataire,0,false,7705 RE 90
20,M,1324,C?libataire,0,false,8932 BA 12
22,M,759,C?libataire,0,false,5236 TC 60
80,M,456,C?libataire,0,false,3844 AS 12
58,M,1383,En Couple,0,false,7296 TC 50
71,F,919,En Couple,2,false,6068 GZ 54
34,F,524,C?libataire,0,false,3218 AH 67
41,M,433,En Couple,3,false,5343 ZU 66
35,M,425,En Couple,0,false,2299 TM 47
31,F,418,C?libataire,0,false,4748 JV 68
63,M,1301,C?libataire,0,false,2886 WX 42
26,M,945,C?libataire,0,false,1017 FK 91
42,M,1124,Seule,1,false,310 OP 38
29,M,457,C?libataire,0,false,5727 MB 13
37,F,1268,Seul,0,false,859 KO 16
23,F,1025,C?libataire,0,false,946 AF 31
74,M,528,En Couple,2,false,1227 ZP 36
29,M,770,En Couple,1,false,7680 TI 92
43,M,218,En Couple,2,false,1546 GA 74
30,M,245,En Couple,3,false,6783 OM 50
20,M,545,C?libataire,0,false,8260 DI 68
51,M,228,En Couple,3,false,5632 DF 85
75,M,577,En Couple,2,true,9600 CS 88
51,M,445,C?libataire,0,false,5456 HO 32
39,F,781,En Couple,1,false,6876 IA 58
28,M,228,C?libataire,0,false,4595 JA 38
72,M,560,En Couple,3,true,6837 SI 67
48,M,401,C?libataire,0,false,4425 OJ 75
69,M,1384,C?libataire,0,false,8190 TE 66
41,F,196,En Couple,2,false,4236 QE 33
69,M,898,En Couple,3,true,1909 KL 27
69,F,192,En Couple,3,false,7933 UT 19
27,M,439,C?libataire,0,false,2771 FX 45
70,F,467,En Couple,3,false,2155 JI 74
58,M,538,En Couple,3,true,2426 TK 78
53,F,1167,C?libataire,0,false,8989 LJ 12
48,M,538,En Couple,4,false,374 ZW 50
26,M,1083,En Couple,1,false,9797 FL 46
19,F,170,C?libataire,0,false,1263 SC 55
23,F,1026,En Couple,0,false,2157 MD 30
72,M,756,En Couple,4,true,3507 VH 24
53,M,513,En Couple,2,false,1179 OE 62
53,M,786,En Couple,4,true,2365 EL 51
67,F,486,En Couple,2,true,3550 RT 33
56,M,407,C?libataire,0,false,3795 NN 73
52,F,988,En Couple,0,false,1120 CM 48
82,M,1175,En Couple,1,false,7713 IF 89
57,F,169,C?libataire,0,false,9539 OQ 86
65,M,430,En Couple,3,false,3856 FM 35
55,M,1375,En Couple,1,false,4422 HE 62
68,M,400,En Couple,2,false,6227 QE 19
19,M,155,En Couple,0,false,6047 NZ 47
27,M,445,En Couple,1,false,6150 ES 71
39,M,478,En Couple,3,false,4113 RN 61
78,F,505,C?libataire,0,false,815 RZ 35
33,M,760,C?libataire,0,false,3509 AJ 77
60,F,581,En Couple,2,false,5215 JB 61
33,M,415,En Couple,1,true,7570 QU 47
38,M,1027,En Couple,4,false,9808 TP 28
59,M,1333,C?libataire,0,false,8502 RA 63
24,F,216,En Couple,3,false,6725 NW 49
38,M,439,En Couple,0,false,5307 DS 86
23,M,598,En Couple,4,false,798 UX 27
19,M,581,Seule,3,false,2597 KT 55
24,M,404,En Couple,0,false,5811 YV 47
41,M,418,C?libataire,0,false,5265 FO 14
39,M,548,C?libataire,0,false,1334 RY 78
68,M,1313,En Couple,2,true,1253 LW 24
58,F,548,C?libataire,0,false,276 AD 22
38,M,920,En Couple,3,true,4164 YB 73
26,M,1388,En Couple,4,false,4386 ZU 33
47,M,436,En Couple,0,false,5001 BS 91
49,M,860,En Couple,0,true,6369 PX 91
84,M,705,En Couple,4,true,6840 ES 22
50,F,233,En Couple,2,false,5947 FE 58
50,F,472,Seule,2,false,530 EI 21
25,F,459,Seule,1,false,933 SU 50
26,F,790,C?libataire,0,false,8559 II 61
79,M,555,C?libataire,0,false,5214 BF 17
27,M,762,En Couple,1,false,1843 MW 47
45,M,464,C?libataire,0,false,7772 WE 33
21,F,194,En Couple,3,false,3435 VA 48
83,M,1365,En Couple,0,false,7571 JN 76
50,M,534,C?libataire,0,false,1983 SU 72
28,F,413,En Couple,4,false,5375 EX 92
82,F,1049,C?libataire,0,false,815 SJ 85
55,M,770,C?libataire,0,false,3494 OJ 35
63,M,549,En Couple,0,false,3672 KZ 53
22,F,413,C?libataire,0,false,5128 AX 57
55,M,480,C?libataire,0,false,8462 XK 83
24,F,175,En Couple,0,false,1761 FB 65
34,M,862,C?libataire,0,false,4721 BA 86
45,M,464,C?libataire,0,false,8707 EZ 18
26,M,405,En Couple,4,false,7994 WA 73
42,F,743,En Couple,2,true,2030 HN 62
58,F,1127,C?libataire,0,false,4844 UQ 54
34,M,573,En Couple,0,true,1946 MR 28
56,M,473,En Couple,3,false,9461 CM 60
32,F,461,En Couple,2,true,4057 NH 30
40,F,1005,En Couple,1,false,5084 XK 55
65,M,493,C?libataire,0,false,2327 AM 46
45,M,702,Seule,3,false,6242 QZ 62
42,M,509,En Couple,4,false,8779 JK 39
64,M,496,En Couple,1,true,1139 TG 32
52,M,403,En Couple,0,false,7061 EF 42
77,M,815,En Couple,2,false,6820 SH 30
48,F, ,En Couple,2,false,4848 WT 23
42,M,980,C?libataire,0,false,1732 ZI 20
77,M,1391,C?libataire,0,false,31 TR 71
32,M,1298,En Couple,0,false,3053 AT 93
21,F,580,C?libataire,0,false,6705 IX 73
67,M,581,En Couple,2,true,2433 AY 36
44,M,429,C?libataire,0,false,6270 LQ 22
46,M,549,En Couple,4,false,2255 YG 38
35,M,437,En Couple,1,false,2441 FO 17
18,M,172,En Couple,4,true,7773 BI 95
18,F,165,En Couple,2,false,6910 HY 31
20,M,953,En Couple,3,false,6413 ZD 50
50,M,577,En Couple,4,false,4643 PZ 60
74,F,509,En Couple,1,false,490 JB 91
20,M,564,C?libataire,0,false,4008 MD 33
52,M,465,En Couple,2,false,1321 AT 62
41,M,828,En Couple,1,true,5352 FV 91
45,F,444,C?libataire,0,false,555 XQ 35
41,F,495,C?libataire,0,false,1096 MK 43
69,M,209,En Couple,0,false,9847 MT 49
25,M,473,C?libataire,0,false,7349 JZ 64
78,F,1362,C?libataire,0,false,2753 OT 40
43,M,483,C?libataire,0,false,4200 RH 95
22,M,529,C?libataire,0,false,4744 IN 75
30,M,1310,En Couple,0,false,1042 YR 23
44,M,235,En Couple,3,false,8497 OB 61
41,M,1397,En Couple,1,false,8290 KP 39
30,F,205,En Couple,0,false,1775 RK 23
58,M,452,C?libataire,0,false,2908 JC 19
23,M,1340,En Couple,1,false,9372 UY 97
33,M,1372,En Couple,3,false,6688 PB 25
25,M,524,C?libataire,0,false,6606 XL 88
64,F,1077,C?libataire,0,false,8331 XD 15
48,M,482,En Couple,1,false,7477 EP 66
27,M,156,En Couple,2,false,9135 NQ 36
59,M,777,En Couple,4,false,1705 YI 53
77,F,522,Seule,2,false,9323 MT 86
57,M,249,En Couple,1,false,7166 JY 58
58,M,951,En Couple,2,false,7303 XY 58
19,M,589,En Couple,1,false,3121 HD 69
43,M,513,En Couple,1,false,1798 BE 28
78,F,572,C?libataire,0,false,5065 VP 60
42,M,566,En Couple,0,true,5731 UI 85
71,M,230,C?libataire,0,false,9673 LZ 13
78,M,501,C?libataire,0,false,3878 IG 43
35,F,1009,C?libataire,0,false,9530 YG 46
21,F,742,En Couple,2,false,9982 VC 84
24,M,452,C?libataire,0,false,3667 UM 57
40,M,177,En Couple,0,true,4327 CI 93
41,M,440,Seule,1,false,7971 IN 26
18,M,413,En Couple,1,false,6403 RO 33
19,F,536,C?libataire,0,false,2642 WC 59
48,M,168,C?libataire,0,false,6274 VG 60
73,F,590,En Couple,1,false,1525 DO 75
65,M,163,En Couple,4,false,8764 GY 39
37,M,499,En Couple,2,true,5241 NO 76
22,M,532,En Couple,2,true,6226 BZ 79
70,M,428,C?libataire,0,false,1925 DT 87
50,M,468,En Couple,4,false,3378 KL 12
42,M,554,C?libataire,0,false,3210 VV 77
19,M,1000,C?libataire,0,false,4530 UN 61
52,M,514,En Couple,3,false,2660 IT 13
42,M,1156,En Couple,2,true,3714 HO 89
49,M,1146,C?libataire,0,false,7287 OB 81
81,F,418,Seule,2,false,732 DV 98
22,M,1252,En Couple,3,false,1124 SQ 27
53,M,830,En Couple,4,true,8597 WA 18
52,M,165,C?libataire,0,false,7971 ZH 75
19,M,480,C?libataire,0,false,8315 EB 31
66,M,486,En Couple,2,false,3913 OV 69
66,M,446,En Couple,4,false,9558 GC 97
52,F,447,En Couple,4,false,2641 XD 76
23,M,508,En Couple,0,false,2313 GY 14
38,M,222,En Couple,3,false,9172 IS 89
40,M,154,C?libataire,0,false,9727 IW 10
22,M,581,En Couple,0,false,9139 FM 17
24,F,1273,C?libataire,0,false,4096 WB 90
18,M,183,C?libataire,0,false,7177 PH 63
59,M,936,En Couple,0,false,4347 SF 69
42,M,1033,En Couple,2,false,1691 TG 82
45,F,528,C?libataire,0,false,1483 PT 58
71,M,1044,En Couple,2,false,4169 RG 82
57,M,419,En Couple,4,false,7957 WT 68
 ,F,496,En Couple,3,false,5820 FU 78
83,F,248,En Couple,4,false,3125 XD 12
30,M,501,En Couple,1,false,8680 HV 44
62,M,574,C?libataire,0,false,1078 UV 81
45,M,583,En Couple,2,false,6169 US 17
37,M,439,En Couple,1,false,6889 TD 12
47,M,789,Seule,1,false,4359 FJ 45
25,M,507,Seule,2,false,586 PS 19
77,M,416,En Couple,2,true,7603 NJ 53
63,M,537,En Couple,3,false,1375 JF 37
77,F,574,En Couple,2,false,490 KZ 85
57,M,769,En Couple,3,false,7466 TU 69
67,M,198,En Couple,2,false,4399 IL 23
76,Masculin,569,En Couple,1,false,4836 CJ 32
50,M,240,C?libataire,0,false,7922 GF 98
37,M,218,En Couple,1,false,7154 AV 12
70,M,865,C?libataire,0,false,5101 ZN 82
80,M,488,C?libataire,0,false,7714 LI 50
21,M,247,En Couple,2,true,7762 OB 48
24,M,426,En Couple,3,false,6780 ZT 35
52,M,474,En Couple,0,false,6176 YD 58
69,F,196,C?libataire,0,false,3394 XL 83
35,M,184,Mari?(e),1,false,4269 BG 42
55,M,838,C?libataire,0,false,3074 IL 51
45,F,415,En Couple,2,false,92 UO 57
77,F,870,En Couple,2,false,8496 AN 29
26,M,454,C?libataire,0,false,1238 OX 88
23,F,970,?,0,false,4126 SF 76
56,M,459,En Couple,1,false,2754 KK 28
24,M,575,En Couple,2,false,5703 XQ 58
22,M,859,En Couple,4,false,2190 EI 38
25,F,1146,C?libataire,0,false,9629 PO 76
44,M,439,En Couple,4,false,9797 AC 83
72,M,240,En Couple,0,false,4991 EH 33
44,F,732,En Couple,2,true,3848 TV 58
54,F,233,En Couple,1,true,8391 MR 91
61,F,234,C?libataire,0,false,919 YK 54
28,M,526,En Couple,3,true,6085 NC 50
42,F,212,Divorc?e,3,false,8552 JD 12
77,F,434,C?libataire,0,false,1351 OB 68
31,F,536,En Couple,1,false,9115 LK 82
72,M,153,En Couple,1,false,2755 FT 63
58,M,1024,En Couple,0,false,7854 FJ 91
81,M,236,C?libataire,0,false,569 CQ 70
54,M,490,En Couple,0,false,2308 KB 43
38,M,543,En Couple,0,true,3491 IS 50
58,M,526,En Couple,4,false,2094 HV 95
58,M,810,En Couple,2,false,6245 YA 37
40,F,471,C?libataire,0,false,5924 AA 76
78,M,561,En Couple,0,false,4655 SG 40
25,M,514,En Couple,0,true,9866 CX 27
27,F,1094,En Couple,3,false,3976 OT 36
58,M,1067,C?libataire,0,false,3982 AB 97
73,M,502,En Couple,0,true,562 OW 95
28,M,446,C?libataire,0,false,1429 SS 37
33,F,533,En Couple,4,false,7851 PA 82
24,M,1150,C?libataire,0,false,5283 LP 81
69,M,1035,En Couple,3,false,2199 LZ 10
56,M,1181,En Couple,0,true,9922 CT 31
54,M,503,En Couple,1,false,9096 AX 34
74,M,538,C?libataire,0,false,8823 FD 44
30,Femme,500,En Couple,3,false,6264 RV 44
84,F,595,En Couple,2,false,8946 JC 46
33,M,180,En Couple,0,false,155 EB 10
21,F,518,En Couple,3,false,8588 KN 10
23,F,749,En Couple,4,false,6048 YG 23
32,M,497,En Couple,2,false,328 NL 80
75,M,221,En Couple,2,true,430 JQ 46
21,M,410,En Couple,2,true,852 EL 93
47,F,526,En Couple,4,false,7913 MU 22
20,M,1377,En Couple,1,false,4455 EB 10
43,M,518,C?libataire,0,false,828 IW 61
27,M,477,En Couple,4,false,2450 VS 16
19,M,819,Seule,3,false,6589 PK 20
55,M,237,En Couple,2,false,5857 YD 65
41,M,1383,En Couple,0,false,558 EZ 13
20,M,534,En Couple,1,false,2121 ZS 79
67,M,979,En Couple,4,false,8520 IQ 90
58,M,568,C?libataire,0,false,8393 NC 14
62,M,155,En Couple,3,false,8927 HY 42
79,F,526,En Couple,0,false,4410 HF 35
30,M,577,En Couple,4,false,3699 CR 97
61,F,704,En Couple,0,false,7233 DB 95
26,M,577,En Couple,3,false,2554 GG 56
64,M,585,En Couple,1,false,9114 YI 35
69,M,507,En Couple,0,false,8009 AG 32
46,M,1060,C?libataire,0,false,8284 MU 46
51,M,1031,En Couple,3,false,7418 AM 56
27,F,537,C?libataire,0,false,1081 GG 61
67,F,544,En Couple,1,false,6565 HU 23
48,M,219,En Couple,4,true,8796 CB 18
30,M,813,En Couple,1,false,2457 SE 88
24,F,564,En Couple,3,false,1674 RC 61
53,M,183,En Couple,3,true,4464 AN 82
50,M,451,En Couple,2,false,9476 RR 80
-1,M,517,En Couple,1,false,5696 QR 60
19,M,409,En Couple,2,false,3121 IQ 28
57,M,1310,En Couple,2,true,1879 QC 18
19,M,460,En Couple,2,false,6758 UY 69
29,M,525,En Couple,1,false,2780 KB 67
76,M,587,En Couple,3,false,3199 IK 32
24,F,1315,En Couple,2,false,8178 TE 67
26,F,573,En Couple,3,false,1716 HS 35
24,F,465,C?libataire,0,false,3958 VG 61
52,F,1003,En Couple,2,false,4407 OG 34
37,M,184,En Couple,1,false,7374 ZP 92
40,M,871,C?libataire,0,false,8802 XM 32
30,M,407,En Couple,2,true,4201 XI 29
52,M,502,En Couple,2,true,4172 OY 76
28,M,1324,En Couple,2,false,8563 OA 16
79,M,481,En Couple,3,false,8242 YV 13
29,F,543,C?libataire,0,false,5951 IQ 12
24,M,230,En Couple,3,true,1807 CM 93
41,F,152,Seul,0,false,7501 AW 59
38,M,472,En Couple,0,false,8870 HU 89
64,F,222,En Couple,2,false,180 YF 38
21,M,517,En Couple,4,false,4516 CA 34
34,M,225,C?libataire,0,false,1974 DC 39
73,F,1002,En Couple,1,false,1649 RX 88
59,M,701,C?libataire,0,false,8976 WU 80
24,Homme,1130,Seule,2,false,9021 JI 71
83,M,741,C?libataire,0,false,6216 PJ 76
18,M,1360,En Couple,3,false,4229 JZ 31
72,M,985,C?libataire,0,false,8799 ZV 11
31,M,1266,En Couple,1,false,2684 CO 52
51,M,437,En Couple,3,false,9695 PD 80
64,F,1379,C?libataire,0,false,4036 CA 41
47,F,488,C?libataire,0,false,2268 SD 27
41,M,187,En Couple,4,false,4677 XK 10
34,M,172,En Couple,2,true,9204 KU 76
41,F,578,C?libataire,0,false,3138 EH 20
64,M,1023,C?libataire,0,false,1201 GA 64
24,M,458,Seule,3,false,7209 YA 34
27,M,166,En Couple,0,false,2371 BO 95
28,M,471,C?libataire,0,false,8529 LX 83
26,M,448,En Couple,4,false,1687 MW 85
55,F,207,En Couple,2,false,4619 AY 73
29,M,492,C?libataire,0,false,501 IE 61
24,M,506,En Couple,2,true,5746 RZ 84
27,F,550,En Couple,1,false,4523 WT 11
34,M,1249,C?libataire,0,false,8765 UQ 47
28,M,161,En Couple,1,false,9877 QM 30
29,M,528,En Couple,2,true,9530 HC 41
19,M,473,C?libataire,0,false,4678 JM 96
27,Homme,438,C?libataire,0,false,6434 YO 14
67,M,471,En Couple,1,false,8430 NM 18
71,M,199,C?libataire,0,false,4634 OQ 23
39,M,1117,En Couple,4,false,9555 VV 41
41,M,597,En Couple,0,false,1869 UI 89
48,F,724,En Couple,0,false,8713 GK 58
20,M,1388,C?libataire,0,false,7188 WR 49
40,F,224,En Couple,2,false,2349 MN 32
