age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
18,M,162,En Couple,1,false,3977 UH 84
22,M,496,En Couple,4,true,6892 WI 23
82,M,568,En Couple,0,false,6731 FF 89
58,M,822,Seule,3,false,2804 DU 82
36,M,1387,En Couple,3,false,7762 ZG 95
49,M,1327,C�libataire,0,false,5307 RJ 91
67,M,174,C�libataire,0,false,4888 EN 63
26,M,496,En Couple,1,false,9973 AO 32
61,M,1313,En Couple,2,false,7583 NK 95
60,F,422,En Couple,1,false,1306 QJ 97
23,M,193,C�libataire,0,false,277 YS 55
82,F,885,En Couple,2,false,7893 FQ 12
52,M,410,C�libataire,0,false,7613 GD 28
29,?,235,En Couple,0,true,8671 RR 49
54,F,431,En Couple,4,false,5517 AF 65
63,M,168,C�libataire,0,false,9336 DG 70
40,M,1280,En Couple,0,false,9610 OH 94
41,F,960,En Couple,1,false,463 RV 50
47,F,558,En Couple,0,false,6877 LZ 46
41,F,468,C�libataire,0,false,7812 KL 33
35,F,239,En Couple,0,true,7872 XK 94
39,M,1326,C�libataire,0,false,4140 BY 93
43,M,510,En Couple,0,false,17 ZK 21
82,F,400,En Couple,1,false,2557 SR 56
24,F,576,C�libataire,0,false,7678 GH 80
56,F,865,Seule,2,false,2749 AJ 88
39,M,534,C�libataire,0,false,8039 MX 43
24,M,178,En Couple,3,false,3670 YF 30
24,M,513,En Couple,1,true,5967 ZC 74
40,F,179,C�libataire,0,false,3205 MQ 19
59,M,738,En Couple,3,false,9595 DU 83
39,M,1024,En Couple,1,false,4582 LH 88
29,M,1087,En Couple,1,false,3168 VK 32
52,F,1283,C�libataire,0,false,8361 VW 46
32,M,176,En Couple,1,false,4104 HO 31
50,M,416,En Couple,1,true,2336 LT 94
20,M,568,En Couple,2,false,8654 JW 32
28,F,561,En Couple,3,false,2062 SA 43
48,M,1380,C�libataire,0,false,7565 GA 88
23,F,496,En Couple,4,false,1192 XX 22
74,M,178,En Couple,2,false,5812 KZ 28
51,M,922,En Couple,3,false,4743 GD 84
47,M,471,En Couple,2,true,8500 FY 51
81,M,1239,En Couple,1,false,2420 HB 40
20,M,168,C�libataire,0,false,1183 TA 20
40,F,716,En Couple,3,false,2379 CB 82
44,F,511,En Couple,0,false,8555 AN 24
26,M,170,En Couple,2,false,1624 HQ 95
29,F,215,Seule,1,false,6413 PW 93
76,M,1320,C�libataire,0,false,5436 BO 30
32,M,451,En Couple,1,true,7342 PY 90
34,M,520,C�libataire,0,false,3464 LM 55
34,M,788,En Couple,1,true,3625 PD 92
39,F,887,En Couple,4,false,719 RD 58
34,F,503,C�libataire,0,false,9498 NR 94
58,F,898,En Couple,3,true,9768 BQ 25
47,M,162,Seule,1,false,4112 WR 87
46,M,177,En Couple,0,false,3642 DO 98
56,F,475,En Couple,2,false,1867 VY 36
24,Femme,1056,En Couple,1,false,958 GD 63
26,M,536,En Couple,0,false,2638 GI 43
40,F,1392,En Couple,1,false,1024 NL 65
44,M,481,En Couple,1,false,7885 HE 74
72,F,416,C�libataire,0,false,8478 ES 68
76,M,407,En Couple,0,false,5424 MY 70
48,M,569,Seule,1,false,1910 QK 65
29,F,476,En Couple,0,false,670 RK 94
38,F,547,C�libataire,0,false,1868 BC 35
20,F,597,En Couple,2,false,6882 EO 58
23,M,1164,C�libataire,0,false,7633 EY 72
31,M,766,?,2,true,1817 JK 26
20,M,516,En Couple,1,false,3516 HF 63
38,F,1238,En Couple,3,true,2289 NZ 98
59,M,558,En Couple,2,false,4773 PA 18
34,M,155,En Couple,1,false,2076 ZO 94
57,M,597,En Couple,4,true,452 TC 26
73,M,461,C�libataire,0,false,5050 MP 14
39,M,501,En Couple,0,false,8662 XX 14
23,F,475,En Couple,4,false,9074 PT 61
26,M,511,En Couple,2,false,3192 WN 66
67,M,1008,En Couple,3,false,2025 OP 52
77,Masculin,1106,Seule,3,false,5609 UX 49
55,M,1078,C�libataire,0,false,904 ER 50
51,F,514,En Couple,3,false,7420 GM 47
34,M,580,Seule,1,false,6714 WR 10
72,M,530,En Couple,0,false,9795 BK 95
29,F,487,En Couple,0,true,6219 XW 82
48,M,935,Seule,1,false,7765 RP 43
60,M,1058,En Couple,0,false,5337 YN 83
48,F�minin,583,En Couple,4,false,7416 JU 12
26,F,1339,En Couple,1,true,8887 XL 44
52,M,1109,En Couple,2,false,1143 VZ 51
29,M,425,En Couple,3,false,4853 WI 50
33,M,577,En Couple,2,true,2204 IA 53
74,M,1035,En Couple,1,true,3080 ES 12
46,M,596,En Couple,0,false,8998 VI 76
31,M,1229,En Couple,0,false,9768 FD 55
62,M,152,C�libataire,0,false,4148 QJ 66
29,M,445,En Couple,1,true,4204 OO 44
31,M,444,En Couple,2,false,3960 AF 79
27,M,573,En Couple,3,false,6607 TF 54
52,M,911,C�libataire,0,false,6293 PW 80
24,M,156,Seule,3,false,9022 SH 79
42,F,160,En Couple,1,false,9489 HP 95
34,M,579,En Couple,2,false,2264 DQ 83
26,M,472,Mari�(e),1,true,7859 AN 39
21,M,160,En Couple,0,true,892 MB 26
27,M,1351,En Couple,0,false,7973 IV 91
82,M,239,C�libataire,0,false,7597 LE 46
56,F,931,En Couple,2,true,4978 LO 65
73,M,466,En Couple,1,false,3777 ZZ 29
27,M,539,C�libataire,0,false,7673 DF 88
28,M,532,C�libataire,0,false,8941 CH 63
52,M,196,C�libataire,0,false,2632 HB 96
21,F,1209,En Couple,4,false,6426 HS 96
24,F,562,C�libataire,0,false,8497 GO 70
31,M,485,C�libataire,0,false,2579 RL 76
29,M,558,En Couple,3,false,3735 IH 17
20,F,249,En Couple,0,true,2772 FY 11
45,M,499,C�libataire,0,false,5185 MC 55
72,F,1345,C�libataire,0,false,1148 FZ 74
76,F,735,C�libataire,0,false,3494 FX 62
71,M,565,En Couple,1,false,4843 BH 94
22,F,478,En Couple,1,true,2543 EM 10
35,F,405,En Couple,2,false,5204 GT 88
22,F,808,Seule,3,false,2072 UG 59
82,Masculin,534,C�libataire,0,false,4188 WQ 83
54,M,761,C�libataire,0,false,9215 DM 28
34,M,559,En Couple,1,false,7080 JQ 23
43,M,412,En Couple,1,false,3075 II 93
24,F,200,En Couple,1,false,9666 RX 92
22,M,513,C�libataire,0,false,2261 HQ 65
53,F,557,En Couple,0,false,9525 UW 33
21,M,444,En Couple,3,false,7994 MJ 98
53,M,887,C�libataire,0,false,4284 MY 15
57,F,1384,Seul,0,false,4246 KG 15
81,F,193,En Couple,0,true,6870 IM 19
40,F,586,En Couple,1,false,4049 ZH 35
45,M,752,C�libataire,0,false,2372 DI 96
23,M,1331,C�libataire,0,false,566 RX 77
50,M,780,En Couple,1,false,3305 JQ 37
66,F,227,En Couple,1,true,5775 BR 35
21,M,238,C�libataire,0,false,9865 GU 29
52,M,166,C�libataire,0,false,1626 DP 55
59,M,1305,C�libataire,0,false,4986 SY 15
38,M,439,C�libataire,0,false,7574 PI 81
31,M,410,En Couple,3,false,789 CC 96
37,M,210,En Couple,0,false,8214 KP 31
21,M,516,En Couple,3,false,4965 LW 97
19,F,1143,C�libataire,0,false,9564 HJ 48
82,M,400,En Couple,4,false,8070 WZ 83
49,M,436,En Couple,3,false,4063 JK 63
72,M,1344,En Couple,3,false,2583 UI 35
32,M,864,En Couple,1,false,3861 JO 65
76,M,449,C�libataire,0,false,6552 OY 53
23,F,460,En Couple,2,false,233 OX 35
18,M,457,En Couple,0,false,3148 VS 61
57,M,452,En Couple,0,false,3685 RO 49
36,M,490,En Couple,2,false,600 MF 85
23,M,245,C�libataire,0,false,4168 PA 56
38,M,-1,En Couple,1,false,2577 OC 32
29,M,424,En Couple,2,false,7794 TS 85
21,M,1153,En Couple,3,false,4385 ZA 50
34,M,834,En Couple,4,false,9331 PE 19
28,M,784,C�libataire,0,false,1811 MK 28
81,M,519,En Couple,2,false,5375 TW 98
29,F,159,C�libataire,0,false,2562 UM 11
30,M,931,En Couple,4,false,9819 HN 35
83,M,512,En Couple,2,false,1965 SW 41
52,M,801,En Couple,3,false,2224 DU 74
66,F,748,En Couple,3,false,9494 UU 74
47,F,1289,En Couple,4,true,2311 JK 27
39,M,542,En Couple,4,false,5229 QD 40
39,M,1148,En Couple,1,true,444 RH 95
51,M,1381,C�libataire,0,false,3865 LC 10
36,M,458,C�libataire,0,false,8971 WT 41
22,M,210,En Couple,0,false,1327 SE 91
35,M,495,C�libataire,0,false,7125 UV 91
22,M,927,En Couple,1,false,5832 GJ 71
59,M,228,Seule,3,false,3339 RY 56
18,F,222,C�libataire,0,false,2047 PD 34
62,F,1244,En Couple,1,false,2321 NX 37
60,M,468,En Couple,1,false,8064 MZ 55
21,F,541,En Couple,0,false,6828 RH 74
80,M,223,En Couple,3,true,9818 MN 43
79,M,588,C�libataire,0,false,1956 NO 83
44,F,700,En Couple,1, ,5325 VR 12
72,M,468,En Couple,1,false,1282 IR 32
40,M,1151,En Couple,1,true,5724 UC 52
26,M,756,En Couple,2,false,4963 XP 88
83,M,423,En Couple,3,true,5516 NC 34
65,M,528,C�libataire,0,false,2466 MI 10
40,M,232,Mari�(e),1,false,5587 LS 53
58,M,424,En Couple,2,true,9297 LW 24
22,M,535,C�libataire,0,false,8777 FK 52
48,M,1114,En Couple,2,false,7424 TT 34
42,M,472,Seule,2,false,377 VX 71
59,M,193,C�libataire,0,false,6308 LP 27
56,M,495,En Couple, ,false,2097 FW 75
72,M,520,C�libataire,0,false,3089 XX 84
20,F,525,En Couple,0,false,5197 AP 56
54,F,407,En Couple,2,false,752 ML 20
48,F,948,En Couple,3,false,8671 PH 32
55,M,444,En Couple,4,false,1850 EN 47
29,M,893,En Couple,2,false,3834 SM 88
76,M,964,En Couple,1,false,329 ZR 47
24,M,1329,C�libataire,0,false,9650 QL 14
82,M,930,En Couple,0,false,6109 DH 22
38,M,535,C�libataire,0,false,1309 WC 53
54,F,583,En Couple,0,false,9653 IT 33
40,M,237,En Couple,0,true,20 NS 14
47,Homme,1365,En Couple,2,false,194 JS 10
43,M,1016,C�libataire,0,false,1618 OH 93
62,M,529,En Couple,2,false,8551 NG 74
21,F,401,C�libataire,0,false,1875 IH 62
18,M,748,C�libataire,0,false,8859 JC 48
67,F,574,C�libataire,0,false,182 SP 11
66,M,562,En Couple,3,false,6036 KQ 35
81,M,1199,En Couple,0,false,3099 OH 39
51,M,594,En Couple,1,false,9069 CX 42
19,M,585,En Couple,0,false,5445 CK 34
62,M,545,C�libataire,0,false,3808 NL 90
61,M,1183,En Couple,2,false,1129 WW 54
43,F,158,En Couple,3,false,9645 FX 30
20,M,153,En Couple,2,false,2029 GQ 64
67,F,436,C�libataire,0,false,5585 PL 57
28,M,166,En Couple,4,false,2473 OK 12
45,M,1169,Seule,3,false,1855 SI 85
48,M,593,En Couple,0,true,6169 SJ 23
79,Femme,747,C�libataire,0,false,8202 ET 22
41,M,475,En Couple,2,false,4184 AY 98
81,F,198,En Couple,0,true,1032 DB 31
76,F,456,En Couple,1,true,2133 AK 56
56,M,533,C�libataire,0,false,2736 NW 33
51,M,584,C�libataire,0,false,7777 RK 32
32,M,492,C�libataire,0,false,2220 UH 92
72,M,470,En Couple,0,false,1359 SQ 18
47,M,182,En Couple,2,false,7624 GU 25
26,M,522,En Couple,4,false,6323 BS 30
37,F,230,En Couple,4,false,5408 WG 25
42,M,242,C�libataire,0,false,227 RM 95
37,M,704,En Couple,3,true,5045 OL 80
29,M,523,En Couple,4,false,7272 MF 48
75,M,851,En Couple,4,true,5304 TS 26
39,M,983,En Couple,0,false,6397 BD 63
58,M,1325,C�libataire,0,false,8717 UL 54
42,M,804,C�libataire,0,false,4270 AA 44
48,M,1255,Seule,1,false,9129 ZD 19
37,M,225,C�libataire,0,false,3338 DG 31
69,M,1207,En Couple,2,false,5364 PR 20
69,M,201,C�libataire,0,false,6802 GV 52
67,M,1085,En Couple,1,false,4872 QY 50
82,M,445,En Couple,2,false,7367 LD 73
28,M,812,En Couple,1,true,2543 ZP 50
70,M,568,C�libataire,0,false,8399 WP 44
34,M,575,En Couple,0,false,8008 MZ 21
23,F,583,C�libataire,0,false,5135 QT 96
46,F,230,C�libataire,0,false,8801 LV 86
80,F,982,En Couple,1,false,6802 LN 34
 ,M,471,Seule,3,false,6238 ZH 42
23,M,517,En Couple,0,true,5824 XJ 79
36,M,566,C�libataire,0,false,8656 HQ 25
40,M,215,En Couple,1,false,9303 UL 73
79,M,924,En Couple,1,false,2319 IA 23
43,M,160,C�libataire,0,false,2390 VK 50
23,M,498,En Couple,4,true,321 IS 28
33,M,540,En Couple,3,true,1324 PB 40
57,M,157,En Couple,0,false,7871 SZ 70
19,M,432,Seule,3,false,653 JM 93
47,M,443,Seule,1,false,9670 WT 19
77,M,1001,En Couple,2,false,8940 PI 51
59,F,528,C�libataire,0,false,5859 MF 28
31,F,1226,C�libataire,0,false,7810 MK 39
29,M,166,Seule,3,false,8070 TB 74
61,F,237,C�libataire,0,false,389 HN 30
22,M,407,En Couple,1,false,655 TN 24
49,F,217,C�libataire,0,false,977 ZP 95
46,M,774,C�libataire,0,false,7988 DT 48
27,F,544,En Couple,1,false,9090 NX 56
28,F,535,En Couple,1,true,1817 WF 87
46,M,215,En Couple,3,false,4711 ZL 32
28,F,401,C�libataire,0,false,6277 FO 44
53,M,173,En Couple,0,false,1649 PW 17
18,M,229,C�libataire,0,false,8531 FW 25
18,M,567,En Couple,0,false,3457 QJ 87
29,M,488,En Couple,3,true,318 FD 39
55,F,154,En Couple,2, ,1421 WO 58
69,M,1356,En Couple,1,false,6339 JE 72
37,M,1134,En Couple,3,false,1578 IV 98
24,F,180,C�libataire,0,false,4946 GQ 51
49,M,228,En Couple,3,true,5507 AY 79
83,F�minin,942,En Couple,0,false,6797 JD 37
31,F,428,En Couple,4,true,4160 RB 68
51,F,179,En Couple,0,true,8007 UD 35
18,M,1016,En Couple,2,false,2303 AZ 35
66,F,418,Seule,2,false,3382 ZX 18
31,M,413,En Couple,3,false,9407 TS 46
32,M,563,C�libataire,0,false,7234 EQ 42
30,Homme,236,C�libataire,0,false,239 GD 41
37,F,595,En Couple,3,false,3555 SJ 58
45,F,-1,En Couple,3,true,2243 OA 30
58,F,203,En Couple,3,false,6917 HL 20
34,M,555,En Couple,3,false,1935 JG 22
35,M,812,C�libataire,0,false,6439 UZ 20
67,M,1089,C�libataire,0,false,6233 YX 75
25,F,554,En Couple,1,false,919 KG 17
34,F,599,En Couple,0,false,9882 BA 40
37,M,1260,En Couple,2,true,8935 UI 63
25,M,151,C�libataire,0,false,4429 BJ 59
18,M,1339,En Couple,2,false,4059 VG 51
41,M,1230,En Couple,2,true,5375 DK 27
39,F,163,En Couple,2,false,600 OG 54
39,F,521,En Couple,0,false,1613 EW 34
42,M,442,En Couple,0,false,9318 NK 53
62,M,553,En Couple,2,false,4696 KZ 66
53,M,174,En Couple,3,false,991 VZ 63
68,M,434,C�libataire,0,false,3187 PC 68
32,M,154,C�libataire,0,false,4717 AO 57
28,F,1188,En Couple,0,false,6259 SJ 65
26,F,1256,C�libataire,0,false,5151 HT 85
20,M,526,En Couple,0,false,302 LL 33
48,M,468,En Couple,2,false,9124 JV 31
19,M,247,En Couple,1,false,9932 DE 53
54,F,505,C�libataire,0,false,6669 OS 79
76,M,531,C�libataire,0,false,7593 GH 67
22,M,419,Seule,1,false,2687 UN 39
39,M,579,En Couple,1,true,1360 NB 37
42,M,854,En Couple,4,true,9198 LF 10
27,F,202,En Couple,2,true,7521 TB 77
18,F,200,C�libataire,0,false,1203 XP 27
68,M,1073,En Couple,0,false,6235 JT 85
47,M,575,Seule,2,false,1335 KW 66
70,M,418,En Couple,2,false,9522 RH 66
23,F,938,En Couple,4,false,4517 AZ 36
32,M,723,C�libataire,0,false,7001 MF 54
22,M,585,C�libataire,0,false,9595 BO 79
31,M,557,En Couple,3,false,713 PK 49
29,M,542,En Couple,4,false,2921 CM 73
37,F,217,C�libataire,0,false,1048 BT 51
73,M,1339,C�libataire,0,false,3247 GM 38
77,F,402,En Couple,0,false,3602 IC 56
23,F,1276,En Couple,1,false,5235 NY 14
30,M,580,En Couple,4,false,7139 VN 52
19,M,481,En Couple,1,false,1209 ON 61
38,F,855,C�libataire,0,false,3963 VQ 38
35,M,991,En Couple,2,false,8952 MI 13
50,M,424,En Couple,2,false,8136 GO 27
23,M,161,En Couple,2,false,7659 IQ 92
57,M,1127,En Couple,4,false,1550 PB 65
63,M,443,En Couple,0,false,1597 RU 73
28,M,590,En Couple,3,false,6130 TX 61
53,M,456,C�libataire,0,false,9227 QJ 82
19,M,584,En Couple,1,false,3242 TG 77
51,M,489,En Couple,0,false,7142 PD 12
28,M,443,C�libataire,0,false,2446 JK 58
75,?,1159,En Couple,1,false,2094 WE 22
48,M,561,En Couple,3,false,2026 RU 59
26,F,180,C�libataire,0,false,7767 PZ 41
37,M,162,En Couple,3,false,2217 OI 44
26,M,161,Seul,0,false,5703 NR 77
28,F,185,En Couple,1,false,3499 NC 66
56,F,908,Seule,3,false,3797 SN 42
55,F,886,En Couple,2,false,2399 FA 65
44,M,970,En Couple,1,false,2187 HM 96
22,M,568,En Couple,1,false,9465 VP 47
33,M,196,En Couple,1,false,7573 IG 16
53,M,596,En Couple,2,false,8413 UG 31
31,M,544,En Couple,2,true,1904 NR 51
72,M,540,En Couple,1,true,8465 TG 66
81,F,1311,C�libataire,0,false,379 AO 15
25,Homme,500,C�libataire,0,false,1038 KY 65
51,M,517,En Couple,2,false,600 GS 97
30,F,1196,En Couple,1,false,2080 BO 22
65,M,730,C�libataire,0,false,2843 SE 83
20,F,1036,En Couple,4,false,449 MH 38
65,F,1208,En Couple,3,false,1129 SM 87
54,M,845,C�libataire,0,false,2177 LL 47
36,M,418,En Couple,1,false,5162 VQ 80
54,M,848,En Couple,0,false,16 AC 98
47,M,563,C�libataire,0,false,952 JB 82
38,F,409,En Couple,3,true,5186 NB 93
53,F,475,En Couple,1,false,1149 XM 34
24,M,224,En Couple,3,false,6713 ZQ 93
63,M,512,C�libataire,0,false,6392 KL 40
55,F,1170,En Couple,1,false,510 PP 65
35,M,164,C�libataire,0,false,3464 GT 33
56,M,1165,C�libataire,0,false,7161 JH 34
71,M,580,Seule,1,false,2127 SA 88
22,M,1293,En Couple,1,false,1811 KV 79
26,M,468,En Couple,2,false,7615 OP 59
80,F,1135,C�libataire,0,false,5259 AH 43
65,F,533,En Couple,0,false,5984 GO 25
61,M,478,En Couple,3,false,4557 QC 31
36,M,564,C�libataire,0,false,4728 ET 15
54,M,152,C�libataire,0,false,8508 DN 98
47,M,595,En Couple,1,false,1248 WQ 46
59,M,470,En Couple,4,false,2409 AD 83
56,Masculin,452,C�libataire,0,false,854 WP 39
54,F,152,En Couple,0,false,904 AK 58
47,F,532,C�libataire,0,false,4725 FI 77
52,M,179,En Couple,4,false,2946 TE 73
20,F,440,En Couple,4,true,3581 XK 23
21,M,1030,Seul,0,false,9453 AE 25
23,M,541,En Couple,4,true,7969 WX 32
24,M,446,En Couple,2,false,5365 ZN 87
18,F,1239,En Couple,2,false,3780 PG 33
18,M,510,C�libataire,0,false,8599 RD 38
36,M,410,C�libataire,0,false,8507 LI 29
75,M,721,En Couple,2,false,1536 NK 50
31,F,170,C�libataire,0,false,7757 DC 14
28,M,155,En Couple,4,false,1313 QX 89
76,M,999,En Couple,0,true,7301 VU 40
28,Homme,249,En Couple,2,false,1214 UP 94
56,M,467,En Couple,4,false,5854 EU 38
67,M,466,En Couple,2,false,7689 FD 37
18,M,539,En Couple,2,true,8293 SU 57
67,M,571,C�libataire,0,false,8411 DC 51
37,F,456,En Couple,2,false,5515 FW 23
66,M,151,En Couple,4,false,7820 CI 10
57,F,538,En Couple,2,false,3888 VE 82
55,F,495,C�libataire,0,false,7637 AV 94
24,M,1364,En Couple,0,false,7496 PV 44
38,M,429,C�libataire,0,false,1637 SO 94
69,F,482,En Couple,4,false,7289 IH 14
25,M,192,En Couple,0,false,9896 QO 65
42,M,430,En Couple,1,false,9803 CP 55
68,M,929,Seule,3,false,9857 QT 83
27,F,748,C�libataire,0,false,5766 WT 56
45,F,581,En Couple,3,false,3585 ZL 28
64,M,413,En Couple,0,false,4983 WA 61
34,M,422,C�libataire,0,false,397 KY 58
34,M,-1,En Couple,1,true,2154 HW 50
20,F,202,C�libataire,0,false,4571 CZ 53
46,F,510,Divorc�e,3,false,8401 IF 74
41,Femme,434,En Couple,2,false,4597 WL 38
37,F,832,En Couple,3,false,4843 RU 42
24,M,503,En Couple,2,false,7012 PQ 18
27,M,775,Seule,2,false,4813 RI 14
65,F,718,C�libataire,0,false,1893 GU 78
31,F,808,En Couple,1,false,3740 PD 96
58,M,490,En Couple,2,false,8311 FR 43
59,F,1245,C�libataire,0,false,6208 VJ 11
22,F,228,En Couple,2,false,1115 TK 72
23,M,240,En Couple,1,false,2403 RO 63
47,M,1136,C�libataire,0,false,5250 RE 74
37,Femme,226,C�libataire,0,false,319 MN 54
24,M,224,C�libataire,0,false,2514 OU 72
69,M,899,En Couple,1,false,115 XF 55
51,F,1043,Seule,2,false,977 UC 43
43,M,559,En Couple,0,true,1630 IJ 14
53,M,419,Mari�(e),1,false,2167 SG 36
68,M,453,En Couple,4,true,1458 WW 51
84,F,429,En Couple,2,false,3600 VQ 83
69,Femme,575,En Couple,1,false,5170 HA 31
29,M,1297,C�libataire,0,false,3047 DY 82
78,M,529,En Couple,1,false,3571 XV 72
48,F,1088,En Couple,1,false,5068 GL 25
19,M,168,C�libataire,0,false,5230 AU 80
84,M,1378,En Couple,3,false,6095 HY 15
20,F,857,En Couple,1,false,5756 GM 98
34,M,555,En Couple,4,false,2081 XE 67
52,M,468,En Couple,2,false,4392 WD 85
82,M,441,En Couple,4,false,121 DJ 46
84,M,462,En Couple,2,false,7216 GM 26
48,M,164,En Couple,0,false,493 TC 38
37,F,1281,En Couple,2,false,4244 KP 18
49,M,1175,En Couple,0,false,4068 CA 70
78,M,1371,C�libataire,0,false,7525 NZ 88
36,F,1302,En Couple,1,false,2042 EW 22
31,M,226,C�libataire,0,false,6887 FF 52
41,Homme,242,Seule,3,false,5660 EJ 23
61,F,175,C�libataire,0,false,3791 ZA 65
41,M,784,En Couple,2,false,5895 RP 78
84,F,718,En Couple,2,false,8420 WR 54
60,M,540,En Couple,4,true,7341 FY 47
42,M,477,En Couple,4,false,6465 NC 45
28,M,528,En Couple,2,false,5647 JL 97
26,F,1152,C�libataire,0,false,8289 GD 50
49,M,242,C�libataire,0,false,1843 TA 53
25,M,234,C�libataire,0,false,8530 MU 40
54,M,1155,C�libataire,0,false,7039 VJ 26
20,M,572,En Couple,4,true,6306 IU 65
37,M,505,En Couple,3,false,4427 ZW 52
30,M,205,C�libataire,0,false,5588 IV 94
59,M,491,En Couple,4,true,3331 ID 50
21,F,1172,En Couple,3,false,1548 WW 38
51,M,522,C�libataire,0,false,8802 WD 57
26,F,439,En Couple,1,false,1550 IP 92
32,M,471,En Couple,4,false,3512 RA 23
19,F,203,En Couple,3,false,9218 JL 32
81,?,850,En Couple,1,false,9237 FA 30
25,M,507,En Couple,1,false,5603 PL 10
38,F,942,En Couple,3,false,4139 ZM 28
49,M,1088,C�libataire,0,false,682 XF 41
18,F,223,C�libataire,0,false,3103 IK 60
54,M,1016,Seule,3,false,5223 TT 85
32,M,549,En Couple,1,false,3431 DS 55
61,F,1185,En Couple,2,false,8360 WD 64
56,F,480,En Couple,0,false,8189 DR 54
45,M,599,En Couple,1,false,736 TC 79
24,M,1131,C�libataire,0,false,6730 VE 61
51,M,457,C�libataire,0,false,369 GK 21
63,M,563,En Couple,0,false,7195 ZD 24
67,M,778,C�libataire,0,false,129 FV 27
40,M,1056,C�libataire,0,false,927 MO 18
45,F,445,Seule,2,false,4216 KI 33
42,M,476,En Couple,1,false,1927 XA 14
41,M,468,En Couple,2,false,7568 KP 86
32,F,1008,En Couple,0,false,1508 IV 53
31,M,569,En Couple,2,false,6004 MT 25
68,F,413,En Couple,1,false,3308 LG 97
57,M,840,En Couple,0,false,4241 MU 67
83,F,1273,En Couple,3,true,6357 FG 97
36,M,565,En Couple,3,false,1799 DN 95
35,M,156,C�libataire,0,false,5080 CH 70
39,M,1120,En Couple,4,false,6247 CH 63
44,M,856,C�libataire,0,false,9775 HA 82
75,M,471,En Couple,2,false,5942 NH 78
56,M,1301,En Couple,4,true,7366 ZE 59
39,M,879,C�libataire,0,false,4201 SK 22
20,F,597,C�libataire,0,false,8221 KC 31
27,M,556,En Couple,2,false,7223 HT 26
43,F,436,En Couple,2,false,8851 EU 95
36,F,498,En Couple,3,false,2954 BZ 69
59,M,1217,En Couple,0,false,8460 DI 49
35,M,204,C�libataire,0,false,2461 TH 86
47,M,200,C�libataire,0,false,9228 IZ 12
82,M,524,Seule,1,false,8078 FK 51
46,M,431,En Couple,2,false,2394 FZ 51
84,M,217,En Couple,1,false,4733 DZ 31
70,M,513,En Couple,0,false,4365 ZT 98
77,M,415,C�libataire,0,false,1915 JO 39
77,M,187,En Couple,4,false,8370 XV 98
43,M,545,En Couple,1,true,300 ZA 31
19,M,521,C�libataire,0,false,8371 SD 55
35,F,203,En Couple,4,false,340 CT 21
58,M,405,En Couple,1,false,7664 ZL 98
57,M,239,En Couple,4,true,8701 XD 49
33,M,158,En Couple,3,true,5194 LC 82
47,F,584,C�libataire,0,false,559 GE 61
37,M,719,En Couple,0,false,8818 YX 98
28,M,538,En Couple,-1,false,5686 AF 49
19,M,997,En Couple,0,false,350 HB 71
63,F,468,En Couple,3,false,8992 QV 13
56,M,197,En Couple,1,false,9396 CO 91
77,M,890,En Couple,1,false,1483 WZ 57
30,M,1346,En Couple,0,true,637 MU 20
37,M,492,C�libataire,0,false,571 XX 73
25,F,459,C�libataire,0,false,4963 BC 73
68,F,542,En Couple,1,false,369 KC 91
31,M,585,C�libataire,0,false,722 OB 68
72,M,238,C�libataire,0,false,4116 MR 76
54,M,1009,En Couple,2,false,5978 PY 79
80,M,1077,C�libataire,0,false,8956 DO 70
21,F,534,En Couple,2,true,1835 IC 12
57,M,163,En Couple,1,false,2081 QE 66
23,M,845,En Couple,3,false,8695 TK 49
66,M,562,C�libataire,0,false,1408 EA 64
36,M,438,En Couple,1,false,1379 NQ 85
27,F,161,En Couple,2,false,7766 SM 88
41,M,532,C�libataire,0,false,5157 YT 39
47,M,513,C�libataire,0,false,4738 KQ 56
55,M,1195,En Couple,4,false,4983 BW 36
69,F,218,En Couple,1,false,9175 IE 60
74,M,1313,C�libataire,0,false,466 ZW 98
50,M,439,En Couple,2,true,8807 LA 20
49,M,169,Seule,1,false,2579 ZM 93
28,F,598,C�libataire,0,false,2424 QQ 51
22,M,191,En Couple,1,false,4922 TA 13
34,M,243,En Couple,0,false,1154 WF 72
48,F,463,En Couple,2,false,1029 TE 75
28,F,1292,En Couple,0,false,1359 SO 17
33,M,738,En Couple,2,false,5625 QH 34
48,M,446,C�libataire,0,false,9850 NE 70
20,M,552,En Couple,2,false,233 XV 39
50,M,194,C�libataire,0,false,3520 JM 52
37,M,423,C�libataire,0,false,9804 LC 28
34,M,235,C�libataire,0,false,8753 HB 79
59,M,557,C�libataire,0,false,3419 AA 61
51,F,176,C�libataire,0,false,3519 IZ 60
81,M,460,En Couple,4,true,8847 IW 71
64,M,406,En Couple,4,false,8445 CS 13
41,F,464,En Couple,1,false,3207 QF 83
51,M,556,En Couple,2,false,8752 HH 17
43,M,563,C�libataire,0,false,1728 LJ 60
74,M,155,En Couple,2,false,3633 OT 83
66,M,525,En Couple,2,true,5834 EI 22
23,F,570,En Couple,1,true,9129 JT 56
43,F,546,En Couple,2,false,2265 WL 39
30,F,1234,Seule,2,false,2116 NX 96
50,M,513,En Couple,1,false,7905 DQ 51
56,M,231,En Couple,0,false,8766 DL 43
